#{"t_start": 1756622989.90913, "env_id": "None"}
r,l,t
680.680449,1000,245.246792
558.936324,714,245.744285
540.757181,707,245.93116
494.183466,629,246.096033
555.385221,766,246.625513
592.727196,786,246.832418
543.25598,710,247.018474
513.983806,631,247.497645
530.575207,667,247.671741
577.850246,744,247.865518
593.845095,799,248.392001
688.883035,1000,248.655218
551.358302,694,249.162715
628.511902,885,249.39612
511.639121,631,249.561726
568.007691,753,250.077555
703.316891,982,250.356295
542.880425,736,250.871498
598.476075,828,251.089776
620.750671,901,251.327758
480.301334,618,251.804838
532.710934,654,251.97306
678.573386,966,252.543546
668.594636,1000,252.808528
644.460504,868,253.036435
590.869355,821,253.571606
675.217432,935,253.820975
690.136972,986,254.397234
488.367063,635,254.56427
482.68942,618,254.722427
701.83285,974,255.297351
625.68267,867,255.525517
692.747686,978,256.100014
649.784266,914,256.342515
624.329868,807,256.888763
698.03092,1000,257.16568
580.01227,726,257.353463
651.774707,856,257.893127
723.285129,1000,258.162376
690.288556,1000,258.742695
695.728497,1000,259.008457
661.553841,916,259.566247
664.63186,909,259.8061
506.091703,655,260.288669
596.749503,756,260.485202
691.021423,1000,260.748923
669.384068,891,261.298165
495.253995,652,261.465815
456.300702,598,261.618225
695.267424,1000,262.199545
680.417583,1000,262.466505
666.196873,953,263.031925
571.814986,729,263.220952
471.748322,622,263.696874
679.761832,1000,263.960955
519.496854,673,264.133652
623.38638,789,264.653432
593.778507,807,264.862894
593.309469,768,265.375364
564.607016,736,265.568722
602.563418,871,265.798751
697.698075,1000,266.379923
550.907837,765,266.57884
605.847229,833,267.111482
564.953951,777,267.31292
632.79354,904,267.550672
628.783624,865,268.100296
654.33003,934,268.351062
703.037751,1000,268.931555
701.649474,1000,269.193947
730.56788,1000,269.775912
716.401377,1000,270.041045
692.277695,1000,270.621466
723.376437,1000,270.883298
718.845887,1000,271.463622
725.85896,1000,271.725437
698.577955,1000,272.304065
704.249272,1000,272.56893
689.496439,1000,273.146579
707.539419,1000,273.408995
674.83162,913,273.961631
599.598887,751,274.155844
736.235085,1000,274.417759
709.621996,1000,275.004987
698.977157,1000,275.273799
731.201661,1000,275.868562
703.472373,1000,276.129381
721.534411,1000,276.710527
700.877909,1000,276.976058
594.415015,749,277.487427
718.29513,1000,277.750656
714.091248,1000,278.333822
702.162663,1000,278.597784
550.642873,691,279.092065
479.772683,604,279.244388
520.577317,656,279.413123
526.98495,673,279.583949
524.306816,651,280.064443
500.870591,618,280.219811
710.658925,1000,280.79949
541.483444,657,280.969109
414.080012,537,281.103729
435.568162,549,281.241112
614.398913,782,281.758572
694.836598,1000,282.017695
506.903432,628,282.492546
717.953736,1000,282.752205
425.194152,544,282.889219
563.249469,695,283.382008
613.580967,778,283.584121
357.660022,479,283.702478
566.423283,689,284.195579
376.3492,488,284.317721
458.953826,584,284.466565
524.379864,643,284.945086
615.579163,815,285.173428
421.322922,536,285.311687
473.295585,594,285.475406
499.247252,628,285.959818
366.362551,476,286.078004
573.456255,708,286.26121
362.947856,481,286.697797
292.537717,375,286.786971
406.237489,558,286.922336
596.136467,792,287.128936
287.880707,404,287.55983
373.408953,482,287.683799
585.185149,721,287.870623
526.464115,652,288.360234
431.850283,547,288.498007
345.097964,447,288.60737
310.488093,405,288.704265
371.85965,490,288.825478
469.467045,595,289.293274
621.587399,812,289.503233
450.81488,575,289.649838
613.008342,773,290.16926
583.35353,729,290.354769
342.963038,455,290.465934
459.580567,575,290.926901
642.40844,847,291.148484
623.409679,836,291.365559
710.754703,1000,291.943927
707.446635,1000,292.210543
525.976731,651,292.693324
482.643704,611,292.847677
664.646784,946,293.424753
682.13929,1000,293.690989
668.178558,916,293.93021
478.709839,595,294.395903
666.53718,1000,294.659826
689.265192,1000,295.244555
616.188363,825,295.461827
685.727739,972,296.033431
672.822147,973,296.290859
642.147962,825,296.506636
687.131878,940,297.069411
693.465986,958,297.32134
686.881769,1000,297.90178
655.433238,877,298.131099
662.061565,908,298.688595
664.670577,876,298.916235
706.810586,1000,299.500201
709.942795,1000,299.763458
506.572952,623,299.923102
663.480636,850,300.458369
440.26185,569,300.599723
610.256272,751,301.111621
669.396961,961,301.368002
613.86873,801,301.576907
628.853853,783,302.098729
651.841545,844,302.322988
720.903943,1000,302.904977
664.019774,934,303.1511
678.769518,1000,303.732026
618.062566,759,303.927957
685.458099,990,304.188063
596.421075,732,304.692576
654.80015,856,304.913974
617.611865,750,305.427213
718.746072,1000,305.693036
664.714012,848,306.27045
636.134308,866,306.503041
658.950315,890,306.761105
498.264773,653,307.355268
586.359285,786,307.562689
695.259773,1000,308.15379
704.983166,1000,308.41776
532.167599,697,308.599225
710.767752,1000,309.181403
664.851071,843,309.411571
697.369086,1000,310.00534
684.723542,1000,310.281149
646.561071,966,310.864265
607.620183,862,311.090955
712.352389,1000,311.68166
691.095109,982,311.944741
606.675598,792,312.465141
694.92978,947,312.712239
666.062837,961,312.966172
698.857191,1000,313.548594
686.422196,913,313.794529
372.208151,479,314.233117
705.310208,1000,314.49834
550.330826,703,314.681433
599.212201,843,315.223749
725.261658,1000,315.51303
569.403878,790,316.069072
677.737199,959,316.327138
714.520257,1000,316.912995
690.537154,1000,317.175958
602.187929,877,317.722247
598.993416,741,317.916491
716.273789,1000,318.180015
489.320362,621,318.658442
714.38246,1000,318.927301
705.241378,1000,319.727946
726.069813,1000,320.008025
729.793951,1000,320.644662
696.860962,1000,320.912421
716.450606,1000,321.491733
500.286306,634,321.655482
720.619985,1000,322.273997
728.140405,1000,322.542646
647.674843,828,322.756842
722.382568,1000,323.345298
730.42417,1000,323.609179
668.574639,875,324.166194
697.668612,981,324.426255
716.487244,1000,325.004691
723.105154,1000,325.282635
708.473818,1000,325.870332
704.181055,1000,326.137122
684.486346,982,326.729239
626.77564,834,326.95275
643.026986,792,327.473158
654.021158,824,327.686949
697.269299,1000,327.948162
700.818658,1000,328.574392
727.116121,1000,328.838249
703.22092,1000,329.414146
720.687144,1000,329.677695
591.2177,771,330.191051
701.389308,1000,330.463817
723.470523,999,331.041671
696.092004,1000,331.305996
671.809287,905,331.859799
574.64781,750,332.055359
638.579447,876,332.285522
603.61039,763,332.800131
740.302367,1000,333.068061
742.786985,1000,333.645567
716.987214,940,333.891905
659.881277,798,334.415034
717.275073,1000,334.679357
738.514446,1000,335.273432
745.836287,1000,335.534709
731.183343,1000,336.119322
756.762799,1000,336.383468
471.465677,590,336.536855
738.636168,1000,337.118853
738.10475,1000,337.384564
719.6213,1000,337.960946
736.981316,1000,338.223871
771.475303,1000,338.806048
588.309799,790,339.011573
745.702733,1000,339.587183
659.060449,871,339.814109
739.230224,1000,340.391984
756.496955,1000,340.653804
759.091818,1000,341.231908
418.34933,514,341.363455
701.192342,1000,341.626078
462.377027,581,342.090937
707.966859,987,342.349556
716.027495,1000,342.923362
540.382369,660,343.09289
704.594864,905,343.328781
771.268639,1000,343.91588
755.001166,978,344.173943
672.035815,816,344.702421
460.007356,569,344.84826
667.808934,906,345.083888
667.306857,923,345.63841
719.411814,926,345.878888
546.832741,669,346.366034
608.366075,747,346.561338
648.918684,829,346.77693
482.056446,591,347.246068
677.895547,854,347.46938
639.673107,798,347.675551
677.899848,863,348.214644
610.013824,783,348.417919
565.308725,717,348.917987
631.325224,788,349.122138
416.183687,520,349.257964
662.734995,810,349.785174
626.448788,765,349.983989
637.625618,790,350.188001
523.599818,658,350.674665
625.789471,783,350.87661
682.952736,885,351.42401
684.008397,849,351.6455
579.656924,732,351.836375
661.906342,819,352.364399
588.055698,737,352.554122
665.844789,818,353.080757
523.46206,655,353.250811
578.956255,719,353.437153
538.399951,657,353.921591
513.801916,653,354.090203
628.4059,771,354.289045
554.298117,696,354.785766
571.81483,709,354.969829
681.464656,847,355.193365
576.589318,709,355.704803
605.710344,743,355.895353
627.294766,793,356.103925
615.458767,768,356.625698
593.0667,730,356.816865
621.733252,769,357.017016
659.589307,821,357.546777
576.475495,720,357.733129
604.064366,737,358.239101
540.39775,676,358.414284
462.802914,585,358.565335
682.457387,862,359.108331
527.851746,653,359.281091
491.871807,627,359.442974
595.856714,746,359.948048
559.791942,707,360.130399
494.430583,626,360.291413
478.561169,619,360.767682
438.260508,540,360.907906
624.620258,765,361.106967
538.879164,688,361.602446
562.684021,704,361.785593
681.115456,858,362.009628
653.028778,811,362.548338
655.658332,826,362.791977
544.76899,678,362.966456
558.580449,692,363.4657
624.974672,790,363.671424
650.304221,826,364.206397
656.735679,851,364.428323
636.715034,806,364.639455
679.644933,843,365.175846
703.54774,892,365.409088
708.967891,889,365.954659
540.309914,697,366.134816
525.701445,677,366.310635
570.455609,726,366.818232
647.812878,831,367.035739
525.201006,677,367.209413
602.6089,753,367.720687
517.915028,666,367.892029
578.891605,726,368.078664
579.732282,757,368.59456
667.500013,830,368.812499
655.12796,838,369.34541
580.582199,733,369.536324
520.306822,657,369.705258
462.508768,585,370.171891
618.73129,779,370.379246
665.934192,841,370.600192
569.841839,720,371.105197
665.734281,836,371.322596
618.317296,772,371.839023
651.154735,822,372.054654
549.818644,693,372.235064
596.388127,750,372.744605
633.567363,786,372.948604
609.789689,752,373.144051
699.902046,881,373.690509
638.852873,815,373.904214
587.079061,755,374.415972
567.204961,704,374.598807
426.353949,536,374.735211
643.90193,827,375.265867
627.08318,834,375.484393
608.599796,765,375.682828
562.295185,707,376.181421
659.04989,847,376.402243
587.31056,727,376.907556
625.93695,793,377.113607
715.219725,997,377.380839
426.878379,543,377.847548
579.848679,749,378.042886
667.596551,955,378.299498
686.857851,996,378.878603
656.669176,886,379.11205
691.026945,892,379.665979
706.940258,990,379.931468
661.59813,859,380.489486
736.37512,1000,380.774499
642.258538,895,381.342811
691.380174,922,381.585815
576.582122,717,381.773084
563.976831,708,382.27214
697.043023,897,382.50731
705.644286,914,383.060667
561.917105,693,383.239044
662.732899,865,383.467208
706.323098,953,384.032859
648.881828,822,384.249408
751.483654,996,384.839126
639.147346,804,385.046802
670.716128,878,385.592874
581.542215,750,385.788254
622.411154,813,386.000892
587.829692,737,386.506703
622.643679,853,386.731429
654.651013,843,387.266605
457.873171,570,387.411857
587.926479,784,387.61537
581.837557,725,388.125262
614.490396,771,388.326444
580.878977,729,388.515401
673.414574,911,389.073147
599.164197,790,389.278762
641.078178,837,389.811689
588.559499,733,390.002266
616.91703,793,390.244687
611.954387,785,390.761426
474.777684,589,390.911866
721.618259,987,391.171269
551.748928,706,391.674466
607.543917,783,391.87865
620.954207,818,392.473962
607.878492,765,392.689262
359.803223,452,392.802607
690.433494,937,393.363425
648.480321,819,393.577044
392.05353,497,393.702866
533.463661,665,394.192868
719.613619,959,394.444025
660.904504,849,394.665161
628.303501,792,395.185046
633.446459,799,395.391486
653.895937,871,395.934333
616.020642,774,396.1346
469.879671,603,396.288558
619.982891,768,396.806733
402.888241,499,396.9321
556.935358,713,397.117062
557.481458,700,397.610522
471.250175,589,397.760218
663.339562,855,397.982071
333.281353,425,398.40475
374.545768,474,398.523372
452.181963,571,398.668431
527.625154,651,398.834903
650.421691,847,399.369794
614.323356,776,399.570054
485.232396,598,400.034984
588.42277,735,400.22684
469.184641,593,400.3781
621.793117,793,400.8985
709.039574,926,401.142359
584.848395,784,401.346053
473.170936,581,401.809985
637.785229,815,402.021926
492.94726,619,402.179014
511.68439,635,402.654039
625.153953,820,402.867313
419.139683,541,403.004348
337.276736,440,403.428394
497.765384,632,403.590222
468.596534,582,403.737329
395.023997,514,403.865607
463.01321,593,404.325539
475.623038,613,404.480422
455.687858,579,404.627624
496.761882,616,405.097888
469.527605,601,405.251056
510.164361,654,405.427268
626.864347,799,405.95116
544.185947,695,406.130345
452.182747,580,406.277235
499.637707,638,406.76044
410.174778,538,406.896174
539.193198,693,407.075347
475.452771,605,407.228736
451.518548,584,407.689862
522.35583,679,407.865124
555.942204,717,408.048874
663.324548,876,408.595763
448.985993,593,408.747864
632.460384,828,408.964569
440.2674,575,409.427236
468.081159,596,409.578272
632.14415,825,409.792983
521.218658,677,410.280615
510.099309,652,410.447779
465.312639,588,410.596868
620.889308,778,411.113536
412.729695,548,411.252492
670.530475,876,411.481967
720.240414,1000,412.06115
584.901638,782,412.264427
438.800802,571,412.725343
432.445284,541,412.862236
714.062101,1000,413.125788
566.478557,710,413.625549
696.336617,949,413.873201
454.07688,580,414.020232
605.969868,775,414.534696
577.464247,754,414.730083
579.71655,736,415.235679
473.032197,586,415.383664
327.846333,434,415.491025
555.530619,697,415.668303
510.138507,642,416.145278
643.383882,828,416.360017
619.291469,783,416.877262
469.341293,579,417.024996
520.987508,669,417.196006
475.7399,601,417.348687
497.394661,626,417.821131
402.586444,507,417.947516
485.511219,607,418.100093
508.923076,649,418.579436
622.933787,803,418.788567
454.433425,571,418.933477
556.389,702,419.433897
428.63389,543,419.571049
461.212535,566,419.714247
404.043519,530,419.847581
479.914055,591,420.314878
354.861314,451,420.425416
445.967829,563,420.568118
300.251015,396,420.665094
521.110715,671,421.151828
413.159721,529,421.28414
684.440433,917,421.522149
689.596142,1000,422.100346
549.536784,670,422.272624
590.755085,767,422.784301
563.927798,705,422.966414
375.799405,475,423.083519
645.695643,1000,423.66371
565.096387,727,423.851299
657.191328,891,424.082955
607.125976,783,424.600303
373.625672,477,424.718209
501.292421,626,424.875993
635.241771,853,425.413221
610.252681,756,425.607489
515.702781,660,425.775007
710.28637,1000,426.354411
487.136594,617,426.510229
567.320584,726,427.010597
494.513979,623,427.168574
628.736804,809,427.377282
634.360663,816,427.902461
704.422414,1000,428.165045
573.102977,742,428.672987
655.175315,835,428.888969
570.424815,712,429.071943
564.404553,704,429.569009
712.428536,1000,429.832269
454.786315,564,429.972424
537.332215,658,430.45553
652.974021,853,430.674581
534.906861,662,430.841167
557.424755,689,431.331998
614.539749,777,431.53319
375.102567,468,431.647129
435.93797,548,432.098385
490.737193,615,432.254024
542.717885,663,432.420001
402.013763,510,432.860177
437.05484,550,432.995672
591.702913,731,433.182449
510.220863,653,433.666059
451.3073,557,433.806428
427.037439,542,433.94033
580.725239,714,434.123153
431.124847,541,434.575051
494.677932,623,434.731678
596.57279,764,434.928198
677.91406,856,435.463288
350.641842,454,435.572974
375.656552,484,435.692252
661.772602,829,436.219405
632.507355,782,436.419762
503.304076,624,436.579565
635.368428,818,437.103387
427.427632,546,437.238528
731.976385,1000,437.500021
646.08552,826,438.028086
454.921084,578,438.173501
696.93383,912,438.727081
634.160739,778,438.928096
373.868228,484,439.047127
535.292766,654,439.527913
574.95265,717,439.712485
444.341115,564,439.852452
664.084136,828,440.381492
591.655661,731,440.570429
592.136544,742,440.762435
708.393493,918,441.314595
554.994118,689,441.492618
665.349046,885,442.038767
459.340123,585,442.18642
682.46821,886,442.41681
461.5882,586,442.878834
473.22302,597,443.02834
548.911437,664,443.195206
726.805038,969,443.765637
610.245602,749,443.959093
657.956009,837,444.177034
564.624898,696,444.670683
595.295275,733,444.858758
570.321742,700,445.036226
699.421841,994,445.613049
715.595593,979,445.882711
641.426749,797,446.405722
544.622853,677,446.580228
596.086385,739,446.770884
675.571488,846,447.306003
625.374478,780,447.506716
510.603524,644,447.983429
722.115611,1000,448.262882
591.334768,731,448.450522
719.489327,1000,449.027319
721.280356,1000,449.295487
615.464,762,449.807073
713.00536,938,450.051105
600.527971,879,450.596951
666.420051,846,450.815264
537.779204,656,450.982715
622.38188,799,451.52975
519.934867,653,451.698358
589.328769,719,451.88321
728.52227,964,452.451207
543.902511,679,452.620384
553.517957,676,453.110942
600.410298,745,453.305221
617.170986,783,453.507069
722.770366,1000,454.083499
670.584732,868,454.309541
536.558551,679,454.811603
567.182077,708,455.01076
590.872095,753,455.209764
439.29674,544,455.694696
635.962277,791,455.90767
597.404468,735,456.09724
625.754726,783,456.621251
573.647379,716,456.805917
597.256615,744,456.996198
526.849422,654,457.477414
552.039819,704,457.656571
542.008008,676,457.828379
647.959261,816,458.35899
677.321362,858,458.583808
571.320064,723,459.084567
599.202166,741,459.274399
603.529166,738,459.463034
622.31067,787,459.984142
464.30454,584,460.131645
649.966886,845,460.351066
591.130929,716,460.851231
698.362415,936,461.096585
696.093203,1000,461.675099
668.055013,854,461.896974
688.476365,871,462.121821
561.002583,695,462.616738
542.415452,683,462.789638
671.946128,869,463.330268
542.9733,668,463.499734
674.16409,902,463.734306
594.809569,743,464.242848
737.495258,1000,464.507965
744.912992,1000,465.077991
592.232206,730,465.266218
706.626112,926,465.518704
580.003691,732,466.024614
728.668191,1000,466.286739
758.129052,1000,466.871397
734.471307,1000,467.133895
754.216581,984,467.705369
691.143588,918,467.944573
701.201439,904,468.495406
705.574916,948,468.743332
673.028064,864,469.28189
716.105787,1000,469.543972
740.081289,1000,470.121558
761.372896,966,470.395305
731.798855,1000,470.973062
702.740682,887,471.204648
605.577945,784,471.408012
590.044745,750,471.926067
649.299708,827,472.148819
728.222996,1000,472.739322
730.81124,1000,473.007887
701.186383,918,473.565037
719.75547,1000,473.82964
762.387013,995,474.089654
711.005509,946,474.654292
569.597473,740,474.845071
521.451506,674,475.334598
570.9644,739,475.525845
740.150256,1000,475.788417
765.654827,1000,476.368222
660.454468,835,476.585631
562.514452,738,477.08821
518.853586,691,477.264841
613.992434,786,477.465654
767.038939,1000,478.043366
597.529966,760,478.236615
568.517294,710,478.734602
756.42757,1000,478.996989
601.259147,778,479.519256
679.94522,868,479.745215
563.29492,741,479.933545
471.538155,623,480.409413
642.022682,834,480.626041
723.997929,952,481.188143
618.898051,803,481.395943
673.517645,864,481.619223
657.792289,863,482.160422
752.406329,999,482.42328
758.273785,1000,483.002725
735.278915,1000,483.271666
657.176941,839,483.805376
629.841615,791,484.009946
749.60475,974,484.263751
618.436932,791,484.783157
691.975844,876,485.010438
619.24133,793,485.530968
735.11566,1000,485.794832
739.137284,983,486.367453
708.556922,933,486.612788
739.599407,963,487.180618
618.772522,793,487.385311
603.568774,774,487.584916
578.035973,744,488.089699
638.266604,817,488.30096
735.218594,1000,488.879273
702.73494,922,489.119736
749.413347,1000,489.713712
712.89495,1000,489.982333
643.593391,819,490.194851
698.399983,916,490.750544
676.549868,899,490.983678
724.439723,1000,491.564988
710.456858,1000,491.833021
721.644502,984,492.406504
700.651599,1000,492.671907
738.120334,1000,493.251457
715.127721,1000,493.517623
744.259565,1000,494.096941
721.509987,1000,494.363857
730.582573,1000,494.942719
717.943647,1000,495.208203
695.335265,982,495.78069
636.103781,870,496.007508
602.590818,790,496.214908
620.511636,821,496.743871
611.438977,816,496.956867
717.375763,1000,497.532669
534.185856,717,497.716573
716.495076,1000,498.29701
579.590088,781,498.500581
606.677017,836,498.718951
720.994927,1000,499.299917
707.953325,1000,499.564396
726.791185,1000,500.14335
733.960023,1000,500.410796
734.321183,1000,500.988217
733.60125,1000,501.253014
752.981023,1000,501.836604
752.43568,1000,502.101133
739.762463,1000,502.679004
733.822281,1000,502.947855
735.548923,1000,503.56975
744.04142,1000,503.834909
650.903216,880,504.380518
728.234616,1000,504.646561
514.536818,637,504.807958
589.669692,766,505.321798
569.764273,716,505.504393
748.312662,1000,506.089095
742.318165,1000,506.35281
524.208324,665,506.841706
733.060318,1000,507.104856
742.439255,1000,507.374603
731.158444,1000,507.958108
646.413061,879,508.194771
554.081497,708,508.694443
725.021409,1000,508.959023
733.631536,1000,509.536455
743.975286,1000,509.800085
699.355907,1000,510.400823
728.77471,1000,510.662227
597.20375,770,511.176729
588.562243,756,511.370096
682.987816,927,511.613649
575.942519,769,512.127696
533.57732,693,512.304598
588.822539,761,512.501123
528.583268,674,512.989516
744.834204,1000,513.251655
521.311386,662,513.748102
691.764143,1000,514.011222
615.041132,786,514.214301
729.4753,992,514.790729
755.869583,1000,515.050807
743.70972,1000,515.633301
744.76032,1000,515.899132
747.989874,1000,516.478697
700.433479,993,516.738615
761.419279,1000,517.322522
768.77389,1000,517.586418
756.464568,1000,518.165486
759.371881,1000,518.426727
764.736118,1000,519.007804
748.361711,1000,519.270975
743.761221,1000,519.847256
762.185305,1000,520.113031
768.264235,1000,520.69093
750.373138,1000,520.953289
757.918004,1000,521.543862
756.53025,1000,521.810613
757.255578,1000,522.389484
758.43629,1000,522.653546
751.020403,1000,523.232605
751.432686,1000,523.497833
722.086807,1000,524.074672
748.110399,1000,524.33709
753.143873,1000,524.914894
742.539917,1000,525.177456
753.408701,1000,525.754704
755.480273,1000,526.018658
760.385376,1000,526.638172
763.213727,1000,526.90112
754.015089,1000,527.480067
730.57596,1000,527.739455
705.416011,1000,528.313114
721.830933,1000,528.573448
756.147518,1000,529.151244
752.530583,1000,529.414145
747.499279,1000,529.98953
738.693315,1000,530.251519
746.292876,1000,530.825866
759.699531,1000,531.088961
704.905134,1000,531.346501
755.882949,1000,531.928969
726.024822,1000,532.196869
752.397635,1000,532.827558
562.806651,711,533.028459
724.758704,1000,533.611209
745.39966,1000,533.870675
750.022018,1000,534.445579
666.044927,883,534.671963
567.755054,712,535.167078
760.583603,1000,535.430302
768.573518,1000,536.005861
735.451666,1000,536.267222
749.513887,1000,536.841242
759.43799,1000,537.100382
767.739158,958,537.345823
761.468187,1000,537.920794
743.303687,1000,538.184373
757.117054,1000,538.762641
761.829362,1000,539.023754
766.724369,1000,539.602803
757.988136,1000,539.863616
759.424779,1000,540.439667
766.920422,1000,540.7038
777.124093,1000,541.279936
759.40004,1000,541.53504
765.144303,1000,542.11108
742.080324,1000,542.36805
749.519104,1000,542.94025
744.484605,1000,543.200274
755.82918,1000,543.771742
758.115738,1000,544.031958
755.955547,1000,544.605483
744.211128,1000,544.860724
742.287027,1000,545.433752
731.237496,1000,545.689796
753.822865,1000,546.263348
619.716389,785,546.462775
544.793886,676,546.633545
748.696323,1000,547.205428
769.247812,1000,547.460336
738.766186,1000,548.033587
738.307183,1000,548.288961
739.59957,1000,548.862742
627.782256,794,549.062662
707.767764,1000,549.633771
743.303912,1000,549.890693
742.827203,1000,550.466565
750.880407,1000,550.722967
745.46723,1000,551.295238
763.215735,1000,551.556961
759.619277,1000,552.135498
767.45228,1000,552.395276
756.390624,1000,552.969462
765.81439,1000,553.228948
754.293516,1000,553.803297
752.765531,1000,554.063224
740.005354,1000,554.631045
758.140329,1000,554.888917
769.448271,1000,555.458729
735.074331,1000,555.718758
750.588112,1000,556.303687
742.192127,1000,556.56563
573.45116,701,556.741382
737.510711,1000,557.320148
747.747112,1000,557.577327
746.709623,1000,558.150772
735.514476,1000,558.40713
751.786807,1000,558.981444
753.217154,1000,559.241101
745.063611,1000,559.816506
746.062019,1000,560.074731
750.246985,1000,560.64906
754.02613,1000,560.908347
761.513341,1000,561.479736
636.88744,795,561.681211
724.540198,1000,562.252558
775.532955,986,562.505491
758.541063,1000,563.07833
737.085444,1000,563.33686
516.932402,652,563.498623
748.112553,1000,564.070102
725.799779,931,564.304878
734.408606,1000,564.874731
737.409236,1000,565.130993
753.552332,1000,565.703832
758.625652,1000,565.960102
749.377578,1000,566.532453
751.905487,1000,566.791154
747.525025,1000,567.365762
754.765965,1000,567.621035
749.727711,1000,568.20828
757.566641,1000,568.46551
769.79736,1000,569.039511
748.256345,1000,569.295775
760.669888,1000,569.868143
742.90374,1000,570.126206
752.68013,1000,570.69907
755.730465,992,570.949831
758.910202,1000,571.520132
631.487673,801,571.724426
706.730344,933,571.958386
750.430534,1000,572.529828
605.951978,777,572.725792
582.597044,732,573.226661
705.751897,887,573.451556
540.428551,685,573.624455
627.365023,777,574.140779
581.964404,741,574.327009
684.983938,893,574.869816
749.444999,1000,575.126279
597.366818,753,575.630443
678.297118,858,575.848747
637.129282,812,576.053155
676.556179,865,576.588535
686.358976,863,576.809469
612.630251,767,577.317527
748.092238,1000,577.585143
744.242901,1000,578.168343
763.540458,1000,578.428311
747.637807,1000,579.00603
753.963307,1000,579.264529
738.191698,1000,579.522567
763.739952,1000,580.094997
756.582404,1000,580.353885
745.367102,1000,580.925867
746.499149,1000,581.185101
722.382189,913,581.731495
743.612843,971,581.977112
753.320659,1000,582.548571
783.160448,1000,582.802949
754.733065,1000,583.373386
775.997796,1000,583.628471
609.716712,762,584.136727
735.606934,1000,584.392906
741.136741,1000,584.961167
749.857134,1000,585.219021
770.670341,1000,585.79106
561.583554,712,585.968003
744.68372,990,586.218069
484.181942,593,586.679024
470.876505,577,586.822255
558.09179,685,586.993478
663.007093,840,587.519981
666.171384,852,587.734448
745.478265,1000,588.305654
742.647518,1000,588.561395
753.225288,952,589.11902
759.181358,1000,589.373819
743.59879,968,589.934343
733.826624,970,590.180485
745.469176,1000,590.747541
761.175306,1000,591.005021
768.472953,1000,591.574833
728.098135,933,591.810983
764.484532,1000,592.067314
716.635512,920,592.617868
768.156471,1000,592.875385
769.752593,1000,593.446819
806.068281,999,593.701839
746.764826,1000,594.276517
623.536883,770,594.469231
747.494027,955,595.025749
610.625659,759,595.215795
656.712797,806,595.416412
706.531637,904,595.960096
554.418185,678,596.128655
694.685057,907,596.67351
765.717469,993,596.925948
708.971463,880,597.461463
722.413914,916,597.69501
642.458478,792,597.892383
597.378393,738,598.391822
710.439706,923,598.623451
651.631538,813,599.146985
630.778496,774,599.340189
589.217128,752,599.52837
707.293014,929,600.077559
764.71299,923,600.309126
746.645923,944,600.864423
550.616037,684,601.032308
650.542709,819,601.552668
698.501288,852,601.770198
745.297784,912,602.000377
668.497225,806,602.519739
528.520421,668,602.684023
625.808371,789,602.881053
617.201925,753,603.383015
583.457924,745,603.568325
615.969469,767,604.074926
755.583991,933,604.311587
800.431438,1000,604.885011
495.509995,627,605.039742
637.024755,809,605.26022
589.015766,739,605.762665
597.03977,736,605.943898
728.614343,907,606.173545
662.853014,826,606.700218
641.643231,779,606.894833
515.820088,661,607.058902
697.532287,866,607.592472
523.328342,671,607.758624
540.613811,714,608.256501
667.730249,830,608.48109
637.933313,844,608.694539
534.91875,705,609.185099
670.08678,813,609.390282
687.483826,825,609.913103
822.2756,1000,610.170025
696.988235,861,610.389277
588.264333,738,610.887051
757.457019,926,611.122721
795.107201,983,611.690618
571.069479,691,611.860459
745.698726,973,612.426813
743.60945,899,612.654805
576.978951,690,612.825668
599.134781,730,613.322804
612.778714,735,613.507033
738.350425,909,614.051832
534.513233,679,614.220919
636.348341,785,614.417345
643.480199,806,614.963612
768.709162,963,615.227127
667.247678,808,615.438881
806.618631,987,616.012396
729.275232,903,616.251724
633.251052,781,616.838855
811.146614,1000,617.111178
691.798524,853,617.648109
749.830127,960,617.893033
757.141567,973,618.460323
774.605848,1000,618.719111
699.293677,862,619.255054
803.049219,1000,619.516405
804.09371,986,620.081583
820.723808,1000,620.337622
796.023859,1000,620.59732
806.963982,1000,621.171525
798.28172,1000,621.442699
821.231407,1000,622.020141
739.94269,892,622.247289
779.221621,1000,622.83572
787.659317,1000,623.097705
786.295007,1000,623.686885
790.51794,1000,623.956895
787.127861,1000,624.693941
808.43235,1000,624.959163
780.94767,1000,625.540314
796.421134,1000,625.79937
781.400919,1000,626.589568
806.02648,1000,626.857889
